"first_name","last_name","title","birth_date","to_date","from_date"
"Przemyslawa","Borovoy","Senior Staff","1965-01-05","9999-01-01","1993-06-18"
"Nahum","Lambe","Technique Leader","1965-01-18","9999-01-01","1989-08-31"
"Mariusz","Rikino","Engineer","1965-01-07","9999-01-01","1995-04-13"
"Margareta","Bondorf","Senior Engineer","1965-01-13","9999-01-01","1988-11-07"
"Kiyotoshi","Hennebert","Staff","1965-01-17","9999-01-01","2001-03-06"
"Sivanarayana","Chandrasekhar","Senior Staff","1965-01-02","9999-01-01","1996-01-24"
"Tsuneo","Skrikant","Staff","1965-01-03","9999-01-01","1997-10-21"
"Huei","Saoudi","Technique Leader","1965-01-12","9999-01-01","1994-08-10"
"Kamakshi","Huhdanpaa","Engineer","1965-01-25","9999-01-01","1993-08-26"
"Ranga","Lemarechal","Engineer","1965-01-18","9999-01-01","1989-11-05"
"Baziley","Brookner","Engineer","1965-01-27","9999-01-01","1993-09-22"
"Nadjib","Comellas","Senior Engineer","1965-01-21","9999-01-01","1999-01-22"
"Baruch","Basawa","Engineer","1965-01-17","9999-01-01","1993-09-17"
"Weiyi","Codenie","Engineer","1965-01-23","9999-01-01","1989-05-27"
"Aiman","Wilfing","Engineer","1965-01-12","9999-01-01","1990-12-30"
"Hongzhu","Ruemmler","Engineer","1965-01-25","9999-01-01","2000-06-06"
"Halsur","Ibel","Staff","1965-01-24","9999-01-01","1998-03-05"
"Neven","Rikino","Engineer","1965-01-07","9999-01-01","1988-10-21"
"Arif","Stranks","Senior Engineer","1965-01-30","9999-01-01","1992-11-16"
"Hein","Jonsson","Senior Staff","1965-01-23","9999-01-01","1985-02-12"
"Reuven","Oehlmann","Senior Staff","1965-01-13","9999-01-01","1986-03-29"
"Zhiguo","Staudhammer","Engineer","1965-02-01","9999-01-01","1985-12-03"
"Nigel","Zirintsis","Engineer","1965-02-01","9999-01-01","1999-07-23"
"Feiyu","Decleir","Technique Leader","1965-01-17","9999-01-01","1998-09-13"
"Basem","Lortz","Staff","1965-01-22","9999-01-01","1997-10-25"
"Arun","Zaccaria","Assistant Engineer","1965-01-14","9999-01-01","1990-05-31"
"Kazuhiko","Marshall","Staff","1965-01-27","9999-01-01","2001-06-04"
"Godehard","Chinal","Assistant Engineer","1965-01-26","9999-01-01","1995-12-09"
"Yahiko","Sommen","Senior Staff","1965-01-25","9999-01-01","1996-08-14"
"Jungsoon","Gubsky","Senior Engineer","1965-01-31","9999-01-01","1990-10-09"
"Zhenbing","Ibel","Senior Engineer","1965-01-23","9999-01-01","1985-10-29"
"Weidon","Fordan","Senior Engineer","1965-01-29","9999-01-01","1986-03-27"
"Hugo","Sgarro","Senior Staff","1965-01-01","9999-01-01","1992-04-24"
"Khaled","Penn","Staff","1965-01-12","9999-01-01","1992-05-19"
"Pantung","Reeker","Staff","1965-01-06","9999-01-01","1992-05-11"
"Avishai","Majewski","Engineer","1965-01-16","9999-01-01","1998-01-10"
"Sugwoo","Eugenio","Senior Staff","1965-01-29","9999-01-01","1994-03-02"
"Mayuko","Clouatre","Engineer","1965-01-07","9999-01-01","1997-09-04"
"Zongyan","Shackel","Technique Leader","1965-01-10","9999-01-01","1987-08-17"
"Genevieve","Snedden","Senior Engineer","1965-01-31","9999-01-01","1988-10-21"
"Fumiyo","Feinberg","Senior Staff","1965-01-10","9999-01-01","2000-02-12"
"Christophe","Leaver","Staff","1965-01-15","9999-01-01","1998-10-31"
"Shigeaki","Lanteri","Senior Engineer","1965-01-14","9999-01-01","1989-02-17"
"Rimon","Pietracaprina","Engineer","1965-01-02","9999-01-01","1985-07-10"
"Girolamo","Schlumberger","Staff","1965-01-03","9999-01-01","1993-03-07"
"Khun","Spieker","Engineer","1965-01-04","9999-01-01","1995-05-07"
"Reinhold","Binkley","Engineer","1965-01-31","9999-01-01","1995-05-29"
"Doohun","Preusig","Technique Leader","1965-01-09","9999-01-01","1993-04-28"
"Terresa","Vigier","Staff","1965-01-01","9999-01-01","1998-07-08"
"Marit","Paludetto","Engineer","1965-01-23","9999-01-01","1990-09-30"
"Bluma","Mundy","Engineer","1965-01-18","9999-01-01","1991-10-18"
"Fumino","Narahara","Engineer","1965-01-06","9999-01-01","1991-09-21"
"Doowon","Schoegge","Assistant Engineer","1965-01-22","9999-01-01","1995-04-13"
"Djenana","Erol","Engineer","1965-01-02","9999-01-01","1999-12-03"
"Yuichiro","Bale","Technique Leader","1965-01-15","9999-01-01","1997-11-04"
"Arun","Katzenelson","Engineer","1965-01-03","9999-01-01","1991-10-28"
"Shaw","Borovoy","Senior Staff","1965-01-18","9999-01-01","1991-05-11"
"Pradeep","Valiente","Senior Engineer","1965-01-30","9999-01-01","1992-09-19"
"Hidekazu","Perna","Staff","1965-01-20","9999-01-01","1999-11-08"
"Ewing","Kalorkoti","Engineer","1965-01-03","9999-01-01","1996-12-21"
"Randi","Tomescu","Assistant Engineer","1965-01-18","9999-01-01","1986-11-25"
"Kayoko","Bahi","Staff","1965-01-19","9999-01-01","1997-02-19"
"Masamitsu","Murrill","Senior Staff","1965-01-06","9999-01-01","1999-06-23"
"Sukumar","Georg","Senior Staff","1965-01-26","9999-01-01","1990-08-26"
"Suebskul","Menhardt","Senior Engineer","1965-01-31","9999-01-01","1994-07-26"
"Uinam","Rahier","Senior Staff","1965-01-03","9999-01-01","1991-02-10"
"Gaurav","Cheshire","Technique Leader","1965-01-18","9999-01-01","1989-03-30"
"Deniz","Bennis","Engineer","1965-01-01","9999-01-01","1989-06-24"
"Weiru","Burnard","Staff","1965-01-16","9999-01-01","1990-10-15"
"Shigehiro","Haldar","Staff","1965-01-08","9999-01-01","1991-12-14"
"Luisa","Chelton","Assistant Engineer","1965-01-31","9999-01-01","1998-08-13"
"Teiji","Marrakchi","Senior Engineer","1965-01-27","9999-01-01","1986-08-26"
"Haldun","Erie","Senior Engineer","1965-01-22","9999-01-01","1999-01-01"
"Kwangyoen","Peck","Engineer","1965-01-26","9999-01-01","1994-01-16"
"Jayson","Zockler","Staff","1965-01-23","9999-01-01","1999-11-06"
"Jouni","Conia","Senior Staff","1965-01-03","9999-01-01","1994-10-31"
"Shaunak","Brizzi","Assistant Engineer","1965-01-29","9999-01-01","1988-09-02"
"Aral","Hebden","Senior Staff","1965-01-16","9999-01-01","1991-09-10"
"Duke","Journel","Senior Staff","1965-01-26","9999-01-01","1991-10-26"
"Rosita","Pokrovskii","Senior Staff","1965-01-10","9999-01-01","1996-08-03"
"Hausi","Kamber","Engineer","1965-01-22","9999-01-01","1988-02-16"
"Marek","Mitchem","Senior Engineer","1965-01-22","9999-01-01","1992-11-20"
"Sham","Kavanagh","Assistant Engineer","1965-01-03","9999-01-01","1997-12-18"
"Dung","Tanemo","Staff","1965-01-24","9999-01-01","1990-01-28"
"Manton","Lueh","Senior Staff","1965-01-05","9999-01-01","1989-04-07"
"Perry","Cooman","Senior Staff","1965-01-05","9999-01-01","1987-04-23"
"Herbert","Hammerschmidt","Senior Engineer","1965-01-26","9999-01-01","1996-08-22"
"Phule","Ruemmler","Engineer","1965-01-16","9999-01-01","1990-08-09"
"Gladys","Parhami","Senior Staff","1965-01-14","9999-01-01","1996-07-20"
"Keiichiro","Armand","Assistant Engineer","1965-01-01","9999-01-01","1986-12-14"
"Rafael","Menhoudj","Senior Engineer","1965-01-30","9999-01-01","1997-04-27"
"Munehiro","Iwayama","Engineer","1965-01-18","9999-01-01","1986-12-16"
"Yoshimitsu","Litvinov","Senior Staff","1965-01-27","9999-01-01","1997-11-22"
"Mahmut","Bolotov","Engineer","1965-01-29","9999-01-01","1997-02-21"
"Yefim","Bernardeschi","Staff","1965-01-11","9999-01-01","1996-06-26"
"Geoffrey","Siochi","Senior Engineer","1965-01-05","9999-01-01","1998-12-27"
"Yagil","Remmers","Senior Staff","1965-01-18","9999-01-01","1994-11-01"
"Matt","Ruemmler","Engineer","1965-01-01","9999-01-01","1993-10-14"
"Tonny","Kropf","Senior Engineer","1965-01-06","9999-01-01","1986-07-30"
"Zhigen","Raney","Senior Staff","1965-01-22","9999-01-01","1993-05-26"
"Uno","Jayawardene","Staff","1965-01-20","9999-01-01","1987-11-02"
"Ekawit","Schaft","Staff","1965-01-05","9999-01-01","1990-05-20"
"Francoise","Hegner","Senior Staff","1965-01-24","9999-01-01","1997-12-23"
"Denis","Narlikar","Senior Staff","1965-01-05","9999-01-01","1991-07-01"
"Kensyu","Tsunoo","Engineer","1965-01-30","9999-01-01","1999-12-05"
"Breannda","Maquelin","Senior Staff","1965-01-22","9999-01-01","1996-04-12"
"Georgy","Bennis","Engineer","1965-01-25","9999-01-01","1998-04-11"
"Jiong","Zultner","Senior Engineer","1965-01-27","9999-01-01","1993-03-10"
"Mihalis","Remmers","Staff","1965-01-16","9999-01-01","1990-03-01"
"Nimmagadda","Baja","Senior Staff","1965-01-23","9999-01-01","1994-02-09"
"Wuxu","Garigliano","Senior Staff","1965-01-12","9999-01-01","1990-09-21"
"Kendra","Junet","Staff","1965-01-18","9999-01-01","1992-11-12"
"Matk","Chorvat","Senior Staff","1965-01-14","9999-01-01","1999-12-04"
"Kersti","Miculan","Senior Staff","1965-01-01","9999-01-01","1992-06-09"
"Satoru","Janetzko","Assistant Engineer","1965-01-28","9999-01-01","1997-07-26"
"Lalit","Lindqvist","Engineer","1965-01-01","9999-01-01","1998-11-07"
"Luise","Vigier","Senior Engineer","1965-01-27","9999-01-01","1994-07-01"
"Zita","Reistad","Senior Engineer","1965-01-01","9999-01-01","1998-07-23"
"Younwoo","Samarati","Senior Engineer","1965-01-19","9999-01-01","2002-05-18"
"Kwangsub","Keirsey","Senior Engineer","1965-01-06","9999-01-01","1992-02-04"
"Panayotis","Hempstead","Senior Engineer","1965-01-14","9999-01-01","1994-08-29"
"Gill","Varman","Senior Staff","1965-01-16","9999-01-01","1988-06-18"
"Charmane","Pargas","Senior Engineer","1965-01-21","9999-01-01","1992-08-03"
"Gadiel","Perly","Senior Staff","1965-01-01","9999-01-01","1986-10-20"
"Valeska","Cools","Staff","1965-01-10","9999-01-01","1993-12-16"
"Udo","Ratnakar","Staff","1965-01-11","9999-01-01","1999-11-30"
"Heekeun","Verhaegen","Senior Engineer","1965-01-16","9999-01-01","1991-09-28"
"Sanjoy","Porenta","Engineer","1965-01-30","9999-01-01","1997-07-10"
"Goetz","McAffer","Senior Engineer","1965-01-26","9999-01-01","1988-02-05"
"Hironoby","Jakobus","Senior Staff","1965-01-23","9999-01-01","1991-07-30"
"Muzhong","Berztiss","Staff","1965-01-31","9999-01-01","1995-01-23"
"Sachem","Msuda","Engineer","1965-01-31","9999-01-01","1995-04-07"
"Leni","Kropatsch","Senior Engineer","1965-01-14","9999-01-01","1997-07-17"
"Morrie","Iisaku","Staff","1965-01-16","9999-01-01","1991-05-06"
"Phule","Dahlbom","Senior Engineer","1965-01-10","9999-01-01","1989-02-06"
"Masasuke","Koprowski","Staff","1965-01-10","9999-01-01","1996-11-20"
"Yongmao","Pouyioutas","Staff","1965-01-04","9999-01-01","1989-08-24"
"Pranjal","Reinhard","Staff","1965-01-07","9999-01-01","1995-05-08"
"Giordano","Maquelin","Senior Engineer","1965-01-03","9999-01-01","1999-12-31"
"Danco","Debuse","Senior Staff","1965-01-30","9999-01-01","1993-09-10"
"Oldrich","Adachi","Engineer","1965-01-23","9999-01-01","1998-08-09"
"Sanjiv","Bressoud","Senior Engineer","1965-01-02","9999-01-01","1993-04-27"
"Fayez","Keohane","Senior Staff","1965-01-06","9999-01-01","1990-09-19"
"Paris","Lieblein","Engineer","1965-01-30","9999-01-01","1999-05-19"
"Shuho","Laurillard","Technique Leader","1965-01-29","9999-01-01","1999-10-06"
"Caolyn","Marciano","Senior Engineer","1965-01-19","9999-01-01","1999-06-06"
"Naraig","Docker","Staff","1965-01-30","9999-01-01","1997-05-17"
"Geraldo","Gerteisen","Staff","1965-01-17","9999-01-01","1987-06-05"
"Florian","Pezzoli","Staff","1965-01-09","9999-01-01","1988-07-22"
"Sanjay","Ciolek","Senior Staff","1965-01-16","9999-01-01","1989-12-13"
"Arumugam","Pelc","Senior Engineer","1965-01-09","9999-01-01","1999-11-13"
"Nechama","Kandlur","Engineer","1965-01-13","9999-01-01","1995-01-16"
"Padma","Delgrange","Senior Staff","1965-01-29","9999-01-01","1999-08-27"
"Danae","Honglei","Engineer","1965-01-11","9999-01-01","1998-09-14"
"Baoqiu","Kakkar","Engineer","1965-01-14","9999-01-01","1999-08-30"
